OrderID,Product,OrderStatus,text,clean_text,Sentiment
ORD200275,Chair,Cancelled,I ordered a Chair and the order was Cancelled. Payment was made using Credit Card.,order chair order cancel payment make use credit card,Negative
ORD200276,Printer,Returned,I ordered a Printer and the order was Returned. Payment was made using Debit Card.,order printer order return payment make use debit card,Negative
ORD200277,Chair,Delivered,I ordered a Chair and the order was Delivered. Payment was made using Credit Card.,order chair order deliver payment make use credit card,Positive
ORD200278,Laptop,Delivered,I ordered a Laptop and the order was Delivered. Payment was made using Cash.,order laptop order deliver payment make use cash,Positive
ORD200280,Tablet,Delivered,I ordered a Tablet and the order was Delivered. Payment was made using Gift Card.,order tablet order deliver payment make use gift card,Positive
ORD200282,Printer,Cancelled,I ordered a Printer and the order was Cancelled. Payment was made using Gift Card.,order printer order cancel payment make use gift card,Negative
ORD200283,Laptop,Shipped,I ordered a Laptop and the order was Shipped. Payment was made using Cash.,order laptop order ship payment make use cash,Positive
ORD200284,Laptop,Returned,I ordered a Laptop and the order was Returned. Payment was made using Credit Card.,order laptop order return payment make use credit card,Negative
ORD200285,Phone,Delivered,I ordered a Phone and the order was Delivered. Payment was made using Online.,order phone order deliver payment make use online,Positive
ORD200286,Monitor,Returned,I ordered a Monitor and the order was Returned. Payment was made using Gift Card.,order monitor order return payment make use gift card,Negative
ORD200287,Chair,Shipped,I ordered a Chair and the order was Shipped. Payment was made using Online.,order chair order ship payment make use online,Positive
ORD200288,Laptop,Returned,I ordered a Laptop and the order was Returned. Payment was made using Debit Card.,order laptop order return payment make use debit card,Negative
ORD200289,Chair,Shipped,I ordered a Chair and the order was Shipped. Payment was made using Credit Card.,order chair order ship payment make use credit card,Positive
ORD200290,Chair,Delivered,I ordered a Chair and the order was Delivered. Payment was made using Cash.,order chair order deliver payment make use cash,Positive
ORD200291,Phone,Delivered,I ordered a Phone and the order was Delivered. Payment was made using Credit Card.,order phone order deliver payment make use credit card,Positive
ORD200292,Monitor,Delivered,I ordered a Monitor and the order was Delivered. Payment was made using Credit Card.,order monitor order deliver payment make use credit card,Positive
ORD200293,Tablet,Returned,I ordered a Tablet and the order was Returned. Payment was made using Gift Card.,order tablet order return payment make use gift card,Negative
ORD200294,Phone,Shipped,I ordered a Phone and the order was Shipped. Payment was made using Online.,order phone order ship payment make use online,Positive
ORD200295,Printer,Cancelled,I ordered a Printer and the order was Cancelled. Payment was made using Debit Card.,order printer order cancel payment make use debit card,Negative
ORD200296,Desk,Cancelled,I ordered a Desk and the order was Cancelled. Payment was made using Debit Card.,order desk order cancel payment make use debit card,Negative
ORD200297,Desk,Returned,I ordered a Desk and the order was Returned. Payment was made using Credit Card.,order desk order return payment make use credit card,Negative
ORD200298,Printer,Cancelled,I ordered a Printer and the order was Cancelled. Payment was made using Online.,order printer order cancel payment make use online,Negative
ORD200299,Monitor,Cancelled,I ordered a Monitor and the order was Cancelled. Payment was made using Gift Card.,order monitor order cancel payment make use gift card,Negative
ORD200300,Phone,Returned,I ordered a Phone and the order was Returned. Payment was made using Debit Card.,order phone order return payment make use debit card,Negative
ORD200301,Chair,Cancelled,I ordered a Chair and the order was Cancelled. Payment was made using Cash.,order chair order cancel payment make use cash,Negative
ORD200303,Tablet,Returned,I ordered a Tablet and the order was Returned. Payment was made using Debit Card.,order tablet order return payment make use debit card,Negative
ORD200304,Monitor,Delivered,I ordered a Monitor and the order was Delivered. Payment was made using Gift Card.,order monitor order deliver payment make use gift card,Positive
ORD200306,Printer,Returned,I ordered a Printer and the order was Returned. Payment was made using Debit Card.,order printer order return payment make use debit card,Negative
ORD200307,Laptop,Delivered,I ordered a Laptop and the order was Delivered. Payment was made using Online.,order laptop order deliver payment make use online,Positive
ORD200308,Printer,Returned,I ordered a Printer and the order was Returned. Payment was made using Debit Card.,order printer order return payment make use debit card,Negative
ORD200309,Chair,Delivered,I ordered a Chair and the order was Delivered. Payment was made using Debit Card.,order chair order deliver payment make use debit card,Positive
ORD200310,Printer,Shipped,I ordered a Printer and the order was Shipped. Payment was made using Online.,order printer order ship payment make use online,Positive
ORD200311,Desk,Returned,I ordered a Desk and the order was Returned. Payment was made using Online.,order desk order return payment make use online,Negative
ORD200313,Chair,Delivered,I ordered a Chair and the order was Delivered. Payment was made using Cash.,order chair order deliver payment make use cash,Positive
ORD200314,Desk,Delivered,I ordered a Desk and the order was Delivered. Payment was made using Online.,order desk order deliver payment make use online,Positive
ORD200315,Tablet,Cancelled,I ordered a Tablet and the order was Cancelled. Payment was made using Online.,order tablet order cancel payment make use online,Negative
ORD200316,Desk,Shipped,I ordered a Desk and the order was Shipped. Payment was made using Gift Card.,order desk order ship payment make use gift card,Positive
ORD200317,Monitor,Returned,I ordered a Monitor and the order was Returned. Payment was made using Online.,order monitor order return payment make use online,Negative
ORD200318,Chair,Cancelled,I ordered a Chair and the order was Cancelled. Payment was made using Debit Card.,order chair order cancel payment make use debit card,Negative
ORD200319,Laptop,Returned,I ordered a Laptop and the order was Returned. Payment was made using Cash.,order laptop order return payment make use cash,Negative
ORD200320,Printer,Shipped,I ordered a Printer and the order was Shipped. Payment was made using Credit Card.,order printer order ship payment make use credit card,Positive
ORD200321,Phone,Cancelled,I ordered a Phone and the order was Cancelled. Payment was made using Debit Card.,order phone order cancel payment make use debit card,Negative
ORD200322,Phone,Delivered,I ordered a Phone and the order was Delivered. Payment was made using Debit Card.,order phone order deliver payment make use debit card,Positive
ORD200323,Laptop,Returned,I ordered a Laptop and the order was Returned. Payment was made using Debit Card.,order laptop order return payment make use debit card,Negative
ORD200324,Tablet,Returned,I ordered a Tablet and the order was Returned. Payment was made using Debit Card.,order tablet order return payment make use debit card,Negative
ORD200325,Desk,Shipped,I ordered a Desk and the order was Shipped. Payment was made using Credit Card.,order desk order ship payment make use credit card,Positive
ORD200326,Laptop,Returned,I ordered a Laptop and the order was Returned. Payment was made using Gift Card.,order laptop order return payment make use gift card,Negative
ORD200327,Phone,Cancelled,I ordered a Phone and the order was Cancelled. Payment was made using Gift Card.,order phone order cancel payment make use gift card,Negative
ORD200328,Tablet,Cancelled,I ordered a Tablet and the order was Cancelled. Payment was made using Online.,order tablet order cancel payment make use online,Negative
ORD200329,Chair,Shipped,I ordered a Chair and the order was Shipped. Payment was made using Credit Card.,order chair order ship payment make use credit card,Positive
ORD200331,Printer,Delivered,I ordered a Printer and the order was Delivered. Payment was made using Online.,order printer order deliver payment make use online,Positive
ORD200333,Phone,Returned,I ordered a Phone and the order was Returned. Payment was made using Credit Card.,order phone order return payment make use credit card,Negative
ORD200334,Chair,Delivered,I ordered a Chair and the order was Delivered. Payment was made using Online.,order chair order deliver payment make use online,Positive
ORD200335,Tablet,Shipped,I ordered a Tablet and the order was Shipped. Payment was made using Gift Card.,order tablet order ship payment make use gift card,Positive
ORD200337,Tablet,Returned,I ordered a Tablet and the order was Returned. Payment was made using Debit Card.,order tablet order return payment make use debit card,Negative
ORD200338,Phone,Shipped,I ordered a Phone and the order was Shipped. Payment was made using Debit Card.,order phone order ship payment make use debit card,Positive
ORD200340,Laptop,Cancelled,I ordered a Laptop and the order was Cancelled. Payment was made using Cash.,order laptop order cancel payment make use cash,Negative
ORD200341,Tablet,Shipped,I ordered a Tablet and the order was Shipped. Payment was made using Gift Card.,order tablet order ship payment make use gift card,Positive
ORD200342,Monitor,Returned,I ordered a Monitor and the order was Returned. Payment was made using Gift Card.,order monitor order return payment make use gift card,Negative
ORD200344,Tablet,Cancelled,I ordered a Tablet and the order was Cancelled. Payment was made using Online.,order tablet order cancel payment make use online,Negative
ORD200345,Tablet,Shipped,I ordered a Tablet and the order was Shipped. Payment was made using Gift Card.,order tablet order ship payment make use gift card,Positive
ORD200348,Laptop,Returned,I ordered a Laptop and the order was Returned. Payment was made using Debit Card.,order laptop order return payment make use debit card,Negative
ORD200349,Chair,Delivered,I ordered a Chair and the order was Delivered. Payment was made using Gift Card.,order chair order deliver payment make use gift card,Positive
ORD200350,Chair,Shipped,I ordered a Chair and the order was Shipped. Payment was made using Online.,order chair order ship payment make use online,Positive
ORD200351,Laptop,Delivered,I ordered a Laptop and the order was Delivered. Payment was made using Debit Card.,order laptop order deliver payment make use debit card,Positive
ORD200353,Tablet,Delivered,I ordered a Tablet and the order was Delivered. Payment was made using Online.,order tablet order deliver payment make use online,Positive
ORD200354,Phone,Shipped,I ordered a Phone and the order was Shipped. Payment was made using Debit Card.,order phone order ship payment make use debit card,Positive
ORD200355,Tablet,Cancelled,I ordered a Tablet and the order was Cancelled. Payment was made using Credit Card.,order tablet order cancel payment make use credit card,Negative
ORD200356,Printer,Cancelled,I ordered a Printer and the order was Cancelled. Payment was made using Gift Card.,order printer order cancel payment make use gift card,Negative
ORD200357,Laptop,Delivered,I ordered a Laptop and the order was Delivered. Payment was made using Debit Card.,order laptop order deliver payment make use debit card,Positive
ORD200358,Tablet,Cancelled,I ordered a Tablet and the order was Cancelled. Payment was made using Online.,order tablet order cancel payment make use online,Negative
ORD200359,Desk,Delivered,I ordered a Desk and the order was Delivered. Payment was made using Debit Card.,order desk order deliver payment make use debit card,Positive
ORD200361,Printer,Delivered,I ordered a Printer and the order was Delivered. Payment was made using Credit Card.,order printer order deliver payment make use credit card,Positive
ORD200362,Monitor,Cancelled,I ordered a Monitor and the order was Cancelled. Payment was made using Cash.,order monitor order cancel payment make use cash,Negative
ORD200364,Phone,Cancelled,I ordered a Phone and the order was Cancelled. Payment was made using Cash.,order phone order cancel payment make use cash,Negative
ORD200365,Phone,Cancelled,I ordered a Phone and the order was Cancelled. Payment was made using Credit Card.,order phone order cancel payment make use credit card,Negative
ORD200368,Monitor,Cancelled,I ordered a Monitor and the order was Cancelled. Payment was made using Credit Card.,order monitor order cancel payment make use credit card,Negative
ORD200370,Phone,Cancelled,I ordered a Phone and the order was Cancelled. Payment was made using Online.,order phone order cancel payment make use online,Negative
ORD200372,Chair,Returned,I ordered a Chair and the order was Returned. Payment was made using Cash.,order chair order return payment make use cash,Negative
ORD200375,Monitor,Shipped,I ordered a Monitor and the order was Shipped. Payment was made using Online.,order monitor order ship payment make use online,Positive
ORD200379,Phone,Shipped,I ordered a Phone and the order was Shipped. Payment was made using Online.,order phone order ship payment make use online,Positive
ORD200381,Chair,Returned,I ordered a Chair and the order was Returned. Payment was made using Credit Card.,order chair order return payment make use credit card,Negative
ORD200382,Printer,Shipped,I ordered a Printer and the order was Shipped. Payment was made using Debit Card.,order printer order ship payment make use debit card,Positive
ORD200384,Chair,Returned,I ordered a Chair and the order was Returned. Payment was made using Credit Card.,order chair order return payment make use credit card,Negative
ORD200385,Chair,Delivered,I ordered a Chair and the order was Delivered. Payment was made using Gift Card.,order chair order deliver payment make use gift card,Positive
ORD200386,Tablet,Returned,I ordered a Tablet and the order was Returned. Payment was made using Online.,order tablet order return payment make use online,Negative
ORD200387,Printer,Shipped,I ordered a Printer and the order was Shipped. Payment was made using Credit Card.,order printer order ship payment make use credit card,Positive
ORD200389,Desk,Shipped,I ordered a Desk and the order was Shipped. Payment was made using Cash.,order desk order ship payment make use cash,Positive
ORD200390,Printer,Delivered,I ordered a Printer and the order was Delivered. Payment was made using Cash.,order printer order deliver payment make use cash,Positive
ORD200391,Laptop,Cancelled,I ordered a Laptop and the order was Cancelled. Payment was made using Debit Card.,order laptop order cancel payment make use debit card,Negative
ORD200392,Phone,Delivered,I ordered a Phone and the order was Delivered. Payment was made using Online.,order phone order deliver payment make use online,Positive
ORD200393,Printer,Returned,I ordered a Printer and the order was Returned. Payment was made using Credit Card.,order printer order return payment make use credit card,Negative
ORD200394,Desk,Shipped,I ordered a Desk and the order was Shipped. Payment was made using Gift Card.,order desk order ship payment make use gift card,Positive
ORD200395,Phone,Delivered,I ordered a Phone and the order was Delivered. Payment was made using Gift Card.,order phone order deliver payment make use gift card,Positive
ORD200396,Tablet,Shipped,I ordered a Tablet and the order was Shipped. Payment was made using Online.,order tablet order ship payment make use online,Positive
ORD200397,Monitor,Cancelled,I ordered a Monitor and the order was Cancelled. Payment was made using Online.,order monitor order cancel payment make use online,Negative
ORD200398,Phone,Shipped,I ordered a Phone and the order was Shipped. Payment was made using Gift Card.,order phone order ship payment make use gift card,Positive
ORD200399,Tablet,Returned,I ordered a Tablet and the order was Returned. Payment was made using Debit Card.,order tablet order return payment make use debit card,Negative
ORD200400,Desk,Returned,I ordered a Desk and the order was Returned. Payment was made using Debit Card.,order desk order return payment make use debit card,Negative
ORD200401,Printer,Returned,I ordered a Printer and the order was Returned. Payment was made using Debit Card.,order printer order return payment make use debit card,Negative
ORD200402,Printer,Shipped,I ordered a Printer and the order was Shipped. Payment was made using Gift Card.,order printer order ship payment make use gift card,Positive
ORD200403,Tablet,Returned,I ordered a Tablet and the order was Returned. Payment was made using Online.,order tablet order return payment make use online,Negative
ORD200404,Monitor,Delivered,I ordered a Monitor and the order was Delivered. Payment was made using Cash.,order monitor order deliver payment make use cash,Positive
ORD200405,Monitor,Cancelled,I ordered a Monitor and the order was Cancelled. Payment was made using Online.,order monitor order cancel payment make use online,Negative
ORD200406,Tablet,Returned,I ordered a Tablet and the order was Returned. Payment was made using Cash.,order tablet order return payment make use cash,Negative
ORD200407,Tablet,Returned,I ordered a Tablet and the order was Returned. Payment was made using Cash.,order tablet order return payment make use cash,Negative
ORD200409,Desk,Delivered,I ordered a Desk and the order was Delivered. Payment was made using Online.,order desk order deliver payment make use online,Positive
ORD200410,Tablet,Shipped,I ordered a Tablet and the order was Shipped. Payment was made using Debit Card.,order tablet order ship payment make use debit card,Positive
ORD200411,Desk,Shipped,I ordered a Desk and the order was Shipped. Payment was made using Online.,order desk order ship payment make use online,Positive
ORD200412,Tablet,Returned,I ordered a Tablet and the order was Returned. Payment was made using Credit Card.,order tablet order return payment make use credit card,Negative
ORD200413,Tablet,Delivered,I ordered a Tablet and the order was Delivered. Payment was made using Online.,order tablet order deliver payment make use online,Positive
ORD200414,Desk,Delivered,I ordered a Desk and the order was Delivered. Payment was made using Cash.,order desk order deliver payment make use cash,Positive
ORD200415,Chair,Shipped,I ordered a Chair and the order was Shipped. Payment was made using Gift Card.,order chair order ship payment make use gift card,Positive
ORD200416,Laptop,Cancelled,I ordered a Laptop and the order was Cancelled. Payment was made using Gift Card.,order laptop order cancel payment make use gift card,Negative
ORD200417,Laptop,Cancelled,I ordered a Laptop and the order was Cancelled. Payment was made using Online.,order laptop order cancel payment make use online,Negative
ORD200418,Printer,Cancelled,I ordered a Printer and the order was Cancelled. Payment was made using Online.,order printer order cancel payment make use online,Negative
ORD200420,Phone,Shipped,I ordered a Phone and the order was Shipped. Payment was made using Debit Card.,order phone order ship payment make use debit card,Positive
ORD200421,Chair,Cancelled,I ordered a Chair and the order was Cancelled. Payment was made using Debit Card.,order chair order cancel payment make use debit card,Negative
ORD200422,Phone,Returned,I ordered a Phone and the order was Returned. Payment was made using Gift Card.,order phone order return payment make use gift card,Negative
ORD200423,Printer,Cancelled,I ordered a Printer and the order was Cancelled. Payment was made using Gift Card.,order printer order cancel payment make use gift card,Negative
ORD200425,Laptop,Returned,I ordered a Laptop and the order was Returned. Payment was made using Gift Card.,order laptop order return payment make use gift card,Negative
ORD200426,Monitor,Cancelled,I ordered a Monitor and the order was Cancelled. Payment was made using Cash.,order monitor order cancel payment make use cash,Negative
ORD200428,Chair,Cancelled,I ordered a Chair and the order was Cancelled. Payment was made using Online.,order chair order cancel payment make use online,Negative
ORD200430,Phone,Shipped,I ordered a Phone and the order was Shipped. Payment was made using Gift Card.,order phone order ship payment make use gift card,Positive
ORD200431,Printer,Cancelled,I ordered a Printer and the order was Cancelled. Payment was made using Debit Card.,order printer order cancel payment make use debit card,Negative
ORD200432,Tablet,Returned,I ordered a Tablet and the order was Returned. Payment was made using Credit Card.,order tablet order return payment make use credit card,Negative
ORD200433,Monitor,Returned,I ordered a Monitor and the order was Returned. Payment was made using Credit Card.,order monitor order return payment make use credit card,Negative
ORD200434,Printer,Returned,I ordered a Printer and the order was Returned. Payment was made using Credit Card.,order printer order return payment make use credit card,Negative
ORD200435,Printer,Returned,I ordered a Printer and the order was Returned. Payment was made using Debit Card.,order printer order return payment make use debit card,Negative
ORD200437,Phone,Delivered,I ordered a Phone and the order was Delivered. Payment was made using Online.,order phone order deliver payment make use online,Positive
ORD200439,Tablet,Shipped,I ordered a Tablet and the order was Shipped. Payment was made using Online.,order tablet order ship payment make use online,Positive
ORD200441,Printer,Returned,I ordered a Printer and the order was Returned. Payment was made using Gift Card.,order printer order return payment make use gift card,Negative
ORD200443,Chair,Returned,I ordered a Chair and the order was Returned. Payment was made using Cash.,order chair order return payment make use cash,Negative
ORD200444,Printer,Shipped,I ordered a Printer and the order was Shipped. Payment was made using Online.,order printer order ship payment make use online,Positive
ORD200445,Phone,Delivered,I ordered a Phone and the order was Delivered. Payment was made using Cash.,order phone order deliver payment make use cash,Positive
ORD200446,Laptop,Delivered,I ordered a Laptop and the order was Delivered. Payment was made using Online.,order laptop order deliver payment make use online,Positive
ORD200447,Printer,Returned,I ordered a Printer and the order was Returned. Payment was made using Cash.,order printer order return payment make use cash,Negative
ORD200450,Monitor,Returned,I ordered a Monitor and the order was Returned. Payment was made using Gift Card.,order monitor order return payment make use gift card,Negative
ORD200451,Monitor,Cancelled,I ordered a Monitor and the order was Cancelled. Payment was made using Debit Card.,order monitor order cancel payment make use debit card,Negative
ORD200453,Tablet,Shipped,I ordered a Tablet and the order was Shipped. Payment was made using Cash.,order tablet order ship payment make use cash,Positive
ORD200454,Laptop,Cancelled,I ordered a Laptop and the order was Cancelled. Payment was made using Debit Card.,order laptop order cancel payment make use debit card,Negative
ORD200456,Desk,Shipped,I ordered a Desk and the order was Shipped. Payment was made using Credit Card.,order desk order ship payment make use credit card,Positive
ORD200457,Desk,Returned,I ordered a Desk and the order was Returned. Payment was made using Online.,order desk order return payment make use online,Negative
ORD200458,Monitor,Returned,I ordered a Monitor and the order was Returned. Payment was made using Credit Card.,order monitor order return payment make use credit card,Negative
ORD200459,Desk,Returned,I ordered a Desk and the order was Returned. Payment was made using Credit Card.,order desk order return payment make use credit card,Negative
ORD200460,Laptop,Returned,I ordered a Laptop and the order was Returned. Payment was made using Cash.,order laptop order return payment make use cash,Negative
ORD200461,Tablet,Shipped,I ordered a Tablet and the order was Shipped. Payment was made using Credit Card.,order tablet order ship payment make use credit card,Positive
ORD200462,Phone,Cancelled,I ordered a Phone and the order was Cancelled. Payment was made using Online.,order phone order cancel payment make use online,Negative
ORD200463,Laptop,Shipped,I ordered a Laptop and the order was Shipped. Payment was made using Debit Card.,order laptop order ship payment make use debit card,Positive
ORD200464,Tablet,Cancelled,I ordered a Tablet and the order was Cancelled. Payment was made using Online.,order tablet order cancel payment make use online,Negative
ORD200465,Printer,Cancelled,I ordered a Printer and the order was Cancelled. Payment was made using Gift Card.,order printer order cancel payment make use gift card,Negative
ORD200466,Phone,Delivered,I ordered a Phone and the order was Delivered. Payment was made using Cash.,order phone order deliver payment make use cash,Positive
ORD200467,Desk,Cancelled,I ordered a Desk and the order was Cancelled. Payment was made using Cash.,order desk order cancel payment make use cash,Negative
ORD200468,Phone,Delivered,I ordered a Phone and the order was Delivered. Payment was made using Credit Card.,order phone order deliver payment make use credit card,Positive
ORD200469,Chair,Cancelled,I ordered a Chair and the order was Cancelled. Payment was made using Cash.,order chair order cancel payment make use cash,Negative
ORD200470,Tablet,Shipped,I ordered a Tablet and the order was Shipped. Payment was made using Cash.,order tablet order ship payment make use cash,Positive
ORD200471,Desk,Cancelled,I ordered a Desk and the order was Cancelled. Payment was made using Online.,order desk order cancel payment make use online,Negative
ORD200472,Chair,Cancelled,I ordered a Chair and the order was Cancelled. Payment was made using Credit Card.,order chair order cancel payment make use credit card,Negative
ORD200473,Chair,Shipped,I ordered a Chair and the order was Shipped. Payment was made using Online.,order chair order ship payment make use online,Positive
ORD200474,Printer,Shipped,I ordered a Printer and the order was Shipped. Payment was made using Credit Card.,order printer order ship payment make use credit card,Positive
ORD200475,Tablet,Cancelled,I ordered a Tablet and the order was Cancelled. Payment was made using Cash.,order tablet order cancel payment make use cash,Negative
ORD200476,Phone,Returned,I ordered a Phone and the order was Returned. Payment was made using Online.,order phone order return payment make use online,Negative
ORD200477,Phone,Shipped,I ordered a Phone and the order was Shipped. Payment was made using Online.,order phone order ship payment make use online,Positive
ORD200478,Tablet,Shipped,I ordered a Tablet and the order was Shipped. Payment was made using Gift Card.,order tablet order ship payment make use gift card,Positive
ORD200481,Laptop,Delivered,I ordered a Laptop and the order was Delivered. Payment was made using Debit Card.,order laptop order deliver payment make use debit card,Positive
ORD200484,Chair,Cancelled,I ordered a Chair and the order was Cancelled. Payment was made using Cash.,order chair order cancel payment make use cash,Negative
ORD200485,Chair,Shipped,I ordered a Chair and the order was Shipped. Payment was made using Cash.,order chair order ship payment make use cash,Positive
ORD200486,Printer,Shipped,I ordered a Printer and the order was Shipped. Payment was made using Cash.,order printer order ship payment make use cash,Positive
ORD200488,Chair,Cancelled,I ordered a Chair and the order was Cancelled. Payment was made using Online.,order chair order cancel payment make use online,Negative
ORD200489,Tablet,Cancelled,I ordered a Tablet and the order was Cancelled. Payment was made using Gift Card.,order tablet order cancel payment make use gift card,Negative
ORD200490,Chair,Cancelled,I ordered a Chair and the order was Cancelled. Payment was made using Online.,order chair order cancel payment make use online,Negative
ORD200492,Laptop,Shipped,I ordered a Laptop and the order was Shipped. Payment was made using Debit Card.,order laptop order ship payment make use debit card,Positive
ORD200496,Printer,Cancelled,I ordered a Printer and the order was Cancelled. Payment was made using Online.,order printer order cancel payment make use online,Negative
ORD200497,Printer,Shipped,I ordered a Printer and the order was Shipped. Payment was made using Gift Card.,order printer order ship payment make use gift card,Positive
ORD200498,Tablet,Returned,I ordered a Tablet and the order was Returned. Payment was made using Cash.,order tablet order return payment make use cash,Negative
ORD200499,Printer,Shipped,I ordered a Printer and the order was Shipped. Payment was made using Credit Card.,order printer order ship payment make use credit card,Positive
ORD200500,Laptop,Returned,I ordered a Laptop and the order was Returned. Payment was made using Cash.,order laptop order return payment make use cash,Negative
ORD200502,Monitor,Returned,I ordered a Monitor and the order was Returned. Payment was made using Debit Card.,order monitor order return payment make use debit card,Negative
ORD200504,Monitor,Cancelled,I ordered a Monitor and the order was Cancelled. Payment was made using Online.,order monitor order cancel payment make use online,Negative
ORD200505,Printer,Shipped,I ordered a Printer and the order was Shipped. Payment was made using Online.,order printer order ship payment make use online,Positive
ORD200506,Monitor,Returned,I ordered a Monitor and the order was Returned. Payment was made using Cash.,order monitor order return payment make use cash,Negative
ORD200508,Phone,Delivered,I ordered a Phone and the order was Delivered. Payment was made using Online.,order phone order deliver payment make use online,Positive
ORD200509,Laptop,Returned,I ordered a Laptop and the order was Returned. Payment was made using Cash.,order laptop order return payment make use cash,Negative
ORD200510,Printer,Delivered,I ordered a Printer and the order was Delivered. Payment was made using Debit Card.,order printer order deliver payment make use debit card,Positive
ORD200511,Monitor,Delivered,I ordered a Monitor and the order was Delivered. Payment was made using Cash.,order monitor order deliver payment make use cash,Positive
ORD200513,Tablet,Shipped,I ordered a Tablet and the order was Shipped. Payment was made using Gift Card.,order tablet order ship payment make use gift card,Positive
ORD200514,Printer,Shipped,I ordered a Printer and the order was Shipped. Payment was made using Gift Card.,order printer order ship payment make use gift card,Positive
ORD200515,Phone,Shipped,I ordered a Phone and the order was Shipped. Payment was made using Gift Card.,order phone order ship payment make use gift card,Positive
ORD200516,Monitor,Returned,I ordered a Monitor and the order was Returned. Payment was made using Cash.,order monitor order return payment make use cash,Negative
ORD200517,Tablet,Cancelled,I ordered a Tablet and the order was Cancelled. Payment was made using Cash.,order tablet order cancel payment make use cash,Negative
ORD200519,Laptop,Returned,I ordered a Laptop and the order was Returned. Payment was made using Debit Card.,order laptop order return payment make use debit card,Negative
ORD200520,Monitor,Returned,I ordered a Monitor and the order was Returned. Payment was made using Cash.,order monitor order return payment make use cash,Negative
ORD200521,Phone,Shipped,I ordered a Phone and the order was Shipped. Payment was made using Credit Card.,order phone order ship payment make use credit card,Positive
ORD200522,Chair,Cancelled,I ordered a Chair and the order was Cancelled. Payment was made using Gift Card.,order chair order cancel payment make use gift card,Negative
ORD200523,Desk,Returned,I ordered a Desk and the order was Returned. Payment was made using Credit Card.,order desk order return payment make use credit card,Negative
ORD200524,Phone,Returned,I ordered a Phone and the order was Returned. Payment was made using Credit Card.,order phone order return payment make use credit card,Negative
ORD200525,Monitor,Shipped,I ordered a Monitor and the order was Shipped. Payment was made using Debit Card.,order monitor order ship payment make use debit card,Positive
ORD200526,Desk,Returned,I ordered a Desk and the order was Returned. Payment was made using Cash.,order desk order return payment make use cash,Negative
ORD200527,Chair,Cancelled,I ordered a Chair and the order was Cancelled. Payment was made using Credit Card.,order chair order cancel payment make use credit card,Negative
ORD200528,Chair,Returned,I ordered a Chair and the order was Returned. Payment was made using Credit Card.,order chair order return payment make use credit card,Negative
ORD200531,Desk,Delivered,I ordered a Desk and the order was Delivered. Payment was made using Gift Card.,order desk order deliver payment make use gift card,Positive
ORD200532,Laptop,Delivered,I ordered a Laptop and the order was Delivered. Payment was made using Online.,order laptop order deliver payment make use online,Positive
ORD200533,Desk,Returned,I ordered a Desk and the order was Returned. Payment was made using Gift Card.,order desk order return payment make use gift card,Negative
ORD200534,Chair,Cancelled,I ordered a Chair and the order was Cancelled. Payment was made using Debit Card.,order chair order cancel payment make use debit card,Negative
ORD200535,Monitor,Cancelled,I ordered a Monitor and the order was Cancelled. Payment was made using Online.,order monitor order cancel payment make use online,Negative
ORD200536,Chair,Returned,I ordered a Chair and the order was Returned. Payment was made using Cash.,order chair order return payment make use cash,Negative
ORD200537,Tablet,Delivered,I ordered a Tablet and the order was Delivered. Payment was made using Online.,order tablet order deliver payment make use online,Positive
ORD200538,Phone,Shipped,I ordered a Phone and the order was Shipped. Payment was made using Cash.,order phone order ship payment make use cash,Positive
ORD200539,Desk,Delivered,I ordered a Desk and the order was Delivered. Payment was made using Gift Card.,order desk order deliver payment make use gift card,Positive
ORD200542,Tablet,Cancelled,I ordered a Tablet and the order was Cancelled. Payment was made using Cash.,order tablet order cancel payment make use cash,Negative
ORD200543,Desk,Shipped,I ordered a Desk and the order was Shipped. Payment was made using Cash.,order desk order ship payment make use cash,Positive
ORD200544,Printer,Returned,I ordered a Printer and the order was Returned. Payment was made using Credit Card.,order printer order return payment make use credit card,Negative
ORD200545,Monitor,Returned,I ordered a Monitor and the order was Returned. Payment was made using Cash.,order monitor order return payment make use cash,Negative
ORD200546,Monitor,Returned,I ordered a Monitor and the order was Returned. Payment was made using Credit Card.,order monitor order return payment make use credit card,Negative
ORD200547,Phone,Delivered,I ordered a Phone and the order was Delivered. Payment was made using Online.,order phone order deliver payment make use online,Positive
ORD200548,Printer,Delivered,I ordered a Printer and the order was Delivered. Payment was made using Online.,order printer order deliver payment make use online,Positive
ORD200549,Monitor,Cancelled,I ordered a Monitor and the order was Cancelled. Payment was made using Debit Card.,order monitor order cancel payment make use debit card,Negative
ORD200550,Laptop,Shipped,I ordered a Laptop and the order was Shipped. Payment was made using Cash.,order laptop order ship payment make use cash,Positive
ORD200551,Laptop,Delivered,I ordered a Laptop and the order was Delivered. Payment was made using Debit Card.,order laptop order deliver payment make use debit card,Positive
ORD200552,Chair,Returned,I ordered a Chair and the order was Returned. Payment was made using Online.,order chair order return payment make use online,Negative
ORD200553,Phone,Cancelled,I ordered a Phone and the order was Cancelled. Payment was made using Gift Card.,order phone order cancel payment make use gift card,Negative
ORD200554,Laptop,Returned,I ordered a Laptop and the order was Returned. Payment was made using Cash.,order laptop order return payment make use cash,Negative
ORD200555,Tablet,Shipped,I ordered a Tablet and the order was Shipped. Payment was made using Cash.,order tablet order ship payment make use cash,Positive
